職缺標題,公司名稱,職務類別,工作待遇,上班地點,工作內容,語文條件,擅長工具要求,工作技能,其他條件,職缺網址
【研發替代役】數據分析師/機率工程師,鈊象電子股份有限公司,資料庫管理人員、軟體工程師,45000.0,新北市五股區五工路130號,"數據分析師:
1.資料收集實驗設計
2.相關軟體之應用
3.趨勢分析研究、公式演算法產出
4.數據分析可視化
5.具備資料文件撰寫及簡報能力

機率工程師:
1.遊戲機率規劃、數學計算與驗證
2.撰寫機率數學、模擬程式及說明文件
3.數據分析、資料分析",不拘,不拘,不拘,"數據分析師
1.熟悉統計分析軟體(如:SAS、SPSS、python..etc)
2.熟悉資料庫應用
3.熟悉數據管理、可視化及產出報告

機率工程師
1.熟悉Excel
2.統計、數學、應數系畢業尤佳
3.具程式撰寫能力C/C++尤佳
4.具遊戲設計經驗者優先考量
5.具數學、統計學基礎",https://www.104.com.tw/job/6exsg?jobsource=index_s
數據分析工程師,龍騰文化事業股份有限公司,軟體工程師、系統分析師、Internet程式設計師,50000.0,新北市五股區五工六路30號(五權七路1號交叉口),"1.規劃資料處理分析流程、各項資料分析模型與演算法
2.與相關單位訪談、蒐集與規劃各項分析需求
3.分析用戶行爲及業務數據，即時發現數據中潜在問題/商機，並出具數據分析/數據挖掘報告
4.負責建置data warehouse，開發及設計BI分析報表
5.可獨立完成相關管理工作及設定工作
6.依經驗核薪",不拘,MS SQL、MySQL,資料庫軟體應用,"* 一年以上的商業/數據分析相關經驗
* 熟數據分析工具(Excel、Tableau、Power BI、GA...)
* 程式化處理數據能力(Python、SQL)
* 具備獨立思考、解決問題，對數據有一定的敏銳洞察能力
* 有電商經驗者佳",https://www.104.com.tw/job/7n23z?jobsource=index_s
【新聞部數據中心】前端開發工程師,聯合報股份有限公司,前端工程師、軟體工程師,42500.0,新北市汐止區大同路一段369號,"1. 數位專題前端介面開發；與視覺設計師、後端工程師協作，開發網頁前端互動；網頁切版製作；前端效能優化。
2. 前端建置與佈署，與後端 API 進行串接。
3. 付費內容網站頁面實作
4. 協助 PM釐清需求 ，確認UX / UI 可行性及邏輯流程，實現 UI 互動元件。
5. 團隊目前主要使用Vue3
6. 該職務，會依實際求職者之相關工作經歷議定薪資。

我們歷年做過的專題
https://udn.com/newmedia/office/

付費內容服務
https://vip.udn.com/vip/index","[{'Language': '英文', 'Listen': '略懂', 'Speak': '略懂', 'Read': '中等', 'Write': '略懂'}]",不拘,不拘,"-擅長
前端框架 Vue / React 其一，Vue 尤佳
HTML5 / CSS  
ECMAScript 6 語言特性使用
RWD (Responsive-Web-Design)、Mobile 切版技巧
具備瀏覽器相容性版面調整經驗
Git 版控制操作使用

-了解
TypeScript
Sass
SPA下的SEO機制

-略懂
Node.js 一種後端開發技術框架 (Expess ,Koa)
SSR",https://www.104.com.tw/job/6i2tp?jobsource=index_s
數據資料分析工程師,緯創集團_緯育股份有限公司,Internet程式設計師、演算法工程師、軟體工程師,40000.0,新北市汐止區新台五路一段100號25樓,"工作內容包含:
1.公司內部各種數據的ETL
2.使用爬蟲技術獲取外部資料
3.在BI工具上建立報表及儀表板
4.了解公司需求進行數據分析、提供公司建議執行策略
5.與成員協作產出系統化服務功能

技能要求:
1熟悉Python並可對不同來源的資料進行ETL。
2熟悉SQL包括DDL、DML，能進行多資料表的JOIN，並能建立、規劃資料表及其欄位。
3可結合使用Python及SQL產出Excel格式的數據報表
4與跨部門溝通討論，資料串接、數據分析需求之經驗
5熟悉網路資料截取(爬蟲)
6使用Git作版本控制

加分條件:
熟悉Airflow、Metabase
熟悉容器化服務，例如Docker
AWS使用經驗，特別是包含S3、AWS Lambda、AWS Athena
了解網站服務、影片播放等概念(前後端、CDN、)
熟悉Google Analysis
文本探勘(Text Mining)相關經驗
機器學習、深度學習模型建置相關經驗

平均薪資約14個月以上(依績效而定)

1. 完善的獎金制度
(1) 三節獎金
(2) 績效獎金(依公司營運績效而定)
(3) 業績獎金

2. 多元的假勤
(1) 彈性上下班
(2) 連假不補班
(3) 再給活力假~讓你活力滿滿

3. 體貼的辦公環境
(1) 健身中心
(2) 韻律教室
(3) 銀行代辦處
(4) 舒適交誼廳/會議室
(5) 集乳室

4. 豐富的福利項目：
(1) 公司全額補助團體保險(正式員工本人壽險,意外,住院醫療險)
(2) 婚喪喜慶及急難補助金
(3) 生日、三節福利金
(4) 年度健康檢查
(5) 各式民生消費用品特賣
(6) 定期慶生會
(7) 定期電影欣賞會
(8) 專題講座
(9) 生育補助每胎6萬

5.交通補助(僅提供汐止據點，台北、中壢據點無提供)
(1)遍及基隆、雙北、桃園與新竹之免費交通車(依各區實際情況而定)
(2)機車停車場",不拘,Python、R、ETL,不拘,未填寫,https://www.104.com.tw/job/75a2b?jobsource=index_s
大數據分析暨人工智慧開發工程師-智慧交通領域(IAD20),資拓宏宇國際股份有限公司,統計學研究員、演算法工程師、軟體工程師,40000.0,新北市板橋區縣民大道二段7號6樓 (距捷運板橋站約160公尺),"1.負責資料標準化、探勘及分析工作
2.依客戶需求產出資料分析報告
3.工程數據分析，建立合適模型與演算法與模型
4.進行數據驅動的流程優化及整合，數據類型包含數值, 圖像, 視頻, 聲音, 文字等
5.引導數據分析技術方向，涵蓋傳統技術，與機器學習/深度學習技術
6.其他交辦工作",不拘,Python、R、MySQL、hadoop、SAS、SPSS,不拘,"1.良好之溝通能力、積極有責任感、抗壓性高。
2.具備資料探勘、機器學習演算法、大數據分析相關經驗尤佳，熟悉SQL並取得證書尤佳，並需提供相關證明文件。
3.熟悉任一項統計軟體R、Python、SAS、SPSS尤佳
4.熟悉任一項視覺化軟體Power BI、Tableau尤佳",https://www.104.com.tw/job/79we1?jobsource=index_s
VBA工程師,永欣鋁業股份有限公司,資料工程師、其他資訊專業人員,40000.0,新北市中和區中山路二段351號3樓之9 (距捷運橋和站約110公尺),"1.熟悉 MS Excel VBA 程式開發
2.依據公司需求建構報表
3.製程分析整合工作
4.其他主管交辦事項
5.有機械專業背景者佳",不拘,VBA、AutoCAD,軟體程式設計,未填寫,https://www.104.com.tw/job/8bqvm?jobsource=index_s
數據工程師 (Data Engineer),鴻海精密工業股份有限公司,資料庫管理人員、系統分析師、演算法工程師,40000.0,新北市土城區自由街2號,"1.數據治理實施，包括資料模型、資料定義、元數據、資料品質等
2.建構數據工作流(Data Pipeline)、導入數據工程自動化和敏捷實踐(DataOps)
3.熟悉數據架構規劃、數據源開發、數據蒐集與處理、數據探勘與加值
4.數據建模 : 依主題挑選適當模型方法與參數處理進行多類型建模與冠軍模型挑選，與商業分析師合作進行統計分析模型及最佳化的研究與開發。
5.視覺化應用 : 善用視覺化工具(PowerBI)溝通特徵值與模型分析結果。
6.具備跨單位的大型專案管理實務
7.具備良善的溝通技巧及專案團隊協作能力","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",Java、Python、Scala,不拘,"1、3年以上相關工作經驗，至少熟練掌握Java，Scala，Python中的一種或多種；
2、熟悉Spark，Flink，Mapreduce等分散式運算框架。
3、熟悉 Storm，SparkStreaming等流處理框架。
4、熟悉MPP和搜尋引擎，例如Impala，Presto，Elasticsearch等；
5、熟悉熟悉分散式存儲系統，例如HDFS，Ceph等。
6、熟悉NoSQL存儲，例如Hbase，MongoDB，CouchDB等；
7、瞭解PowerBI，Tableau等任一一款視覺化工具優先考慮；
8、有大資料相關元件性能調優經驗或機器學習經驗優先考慮",https://www.104.com.tw/job/7fx9t?jobsource=index_s
SW-研發二處-AI軟體工程師,磐旭智能股份有限公司,軟體專案主管、資料工程師、AI工程師,40000.0,新北市中和區中正路700號8樓之1,"Develop applications on embedded systems, Windows. 
Develop web applications.",不拘,C#、Java、Python,不拘,"Requirements：c, c++
Plus：
(1) HTML, javascript, CSS, python, JAVA
(2) familiar with Android or Yotco OS",https://www.104.com.tw/job/87ett?jobsource=index_s
"台北區_數據 系統工程師 (電子商務 , 國際運動品牌 , 鞋類 服飾)",友星有限公司,MIS程式設計師、系統分析師、軟體工程師,64583.0,新北市蘆洲區長安街,"・【工作職責】#成為營運團隊的後盾

1. 資料庫的評估及建置：
系統運作環境建置、備份、權限與稽核管理等。

2. 數據整合與驗證：
負責整合不同格式、不同來源的數據，進行數據轉換和清洗，以確保數據的一致性，並進行驗證和校對。

3. 數據庫管理與維護：
管理和維護相關數據庫系統，包括數據的保護、加密、授權和存取控制，確保數據庫的安全性和運作穩定性。

4. 數據分析：
使用數據分析工具和技術進行分析，提取有價值的信息供團隊解讀數據。

5. 優化處理效能：
提升數據處理的速度和效率，確保數據處理作業達到預期的性能指標。

6. 提供技術支援：
支援其他團隊或部門的數據相關需求，例如數據提取串接、數據查詢、數據匯出等工作。


・【應徵條件】#不看學歷只看能力

1. 具有豐富的C#語言開發經驗，能夠獨立開發C#相關應用程式，並具備良好的程式撰寫和編碼能力。

2. 熟悉WEB API和JSON資料交換技術，能夠設計和實現RESTful API，並進行資料的交換和處理。

3. 熟悉ASP.NET Core MVC框架，能夠進行Web應用程式的開發、設計和實現。

4. 具有Entity Framework的開發經驗，能夠進行資料庫的ORM（物件關聯對映）操作，包括資料庫模型設計、資料庫存取和資料操作。

5. 熟悉網頁系統開發相關技術，包括HTML/CSS、Javascript和Vue等，能夠設計和實現前端介面和功能。

6. 熟悉T-SQL語言和SQL Server資料庫管理，具有撰寫和優化Stored Procedure的經驗，能夠進行複雜的資料庫查詢和操作。

7. 能獨立開發網頁資料庫系統：具有獨立開發網頁資料庫系統的能力，包括需求分析、系統設計、開發和測試等，能夠自主管理專案並按時交付。

↓↓↓下方 ""其他條件、福利待遇"" 查看更多招募介紹↓↓↓","[{'Language': '英文', 'Listen': '略懂', 'Speak': '略懂', 'Read': '略懂', 'Write': '略懂'}]",ASP.NET、C#、MS SQL、HTML、JavaScript、CSS、VueJS、Excel,系統架構規劃、系統維護操作、系統整合分析、軟體程式設計、資料庫系統管理維護、資料庫程式設計、資料庫軟體應用、系統架構規劃與維護,"☆ 希望你有的特質 ☆

[ 解決問題 ] 
我們團隊非常樂意討論問題解決問題，但如果你先想出可能的解決辦法，成就感、自信心肯定破表。

[ 擅於溝通 ]
新創公司經常面臨許多問題與挑戰，具備高情商與良好的溝通能力，會讓你在工作表現上更加游刃有餘。

[ 增進自我 ]
你的能力就是團隊未來強大的厚盾，對新事物充滿好奇並且透過不斷學習提升能力充實自我，你擁有的價值是無法取代的。

[ 認真負責 ]
在團隊裡，你將擁有發揮能力的舞台，可以自己分配工作時間與進度，同樣的你也必須用高標準看待自己的工作。

[ 反向條件 ]
・不是真正喜歡這份工作，無法投入。
・對自己未來沒有目標。
・不願嘗試新的想法。
・容易被挫折擊倒。
・無法與團隊合作。
・不注重職場禮儀。
・無法調節壓力。
・無法與人溝通。
・無法換位思考。
・無法自我反省。

※ 不適合我們公司文化的人會做的很辛苦哦。

你也和我們一樣熱愛挑戰工作嗎?
友星是一個樂於分享與傾聽的公司，
我們要找的是「願意共同成長的夥伴」。
成為我們的團隊一起迎接挑戰突破所有關卡，
並且在職場上獲得你/妳應有的成就吧！",https://www.104.com.tw/job/7ykc4?jobsource=index_s
機器學習工程師,町洋企業股份有限公司,演算法工程師、資料科學家、數據分析師,40000.0,新北市五股區五權二路19號,"1. 利用機器學習/深度學習技術，建立AI模型及預測系統
2. 根據公司產品需要不斷提高產品用戶體驗和更好的實現產品規劃目標 
3. 根據技術部門要求完成技術研究工作，並輸出研究成果和推動成果實作 

與國立政治大學成立「智慧製造整合研發中心」，並與校內專家學者共同執行專案項目，加入我們將能讓你發揮所長，並應用在智慧製造及工業4.0上，歡迎具資訊專長的您一同加入",不拘,不拘,不拘,"1.曾參與機器學習/深度學習專案，並熟悉Python及其相關套件。
2.熟悉結構化(PostgreSQL)資料庫操作。
3.模型API開發與設計(RESTful API)經驗佳。
4.建立模型的生命週期及維護(MLOps)經驗佳。
5.熟悉Linux、Docker環境演算法開發經驗佳。",https://www.104.com.tw/job/89z5f?jobsource=index_s
數據分析師,宏景智權科技股份有限公司,市場調查／市場分析、數據分析師、資料工程師,40000.0,新北市中和區中正路928號5樓 (距捷運中原站約120公尺),"1. 熟悉統計學知識，可正確理解使用數據。
2. 對數據分析具有統整運用能力,具有撰寫良好的分析報告能力。
3. 須能獨立進行數據分析工作，及數據資料呈現與整理。
4. 熟悉Python、SPSS、Google Analytics、Power BI、SAS ...等各類數據分析工具其一。
5. 協助公司內部資料數據分析、學術資料分析...等。
6. 支援主管交辦事項，跨部門溝通能力及各類資訊問題協助。",不拘,不拘,提案與簡報技巧、市場調查資料分析與報告撰寫,請提供統計相關資料或成績單供參考,https://www.104.com.tw/job/7bu1t?jobsource=index_s
[台北]學識淵博的數據應用工程師,雲動力資訊股份有限公司,數據分析師、資料工程師、資料庫管理人員,40000.0,新北市三重區三和路4段101之1號6樓 (距捷運三和國中站約70公尺),"【主要職責】
1.與業務銷售團隊合作，掌握客戶的技術需求，訂立解決方案。
2.負責使用 Google Cloud 的服務，進行數據的 ETL/ELT 處理。
3.於Google Cloud上協助客戶建立 Data Lake、Data Warehouse。
4.使用 Google Cloud 的 AI Serverless 服務，進行數據分析與預測。
5.撰寫專案SOW、技術文件或報告。
6.與客戶之技術團隊之溝通與聯絡。

【基本能力條件】
1.熟悉Python 語言及常見的數據處理套件
2.熟悉標準SQL語法
3.熟悉 ELT相關作業工具例如 Airflow、Spark、Beam
4.具備良好的溝通和協作能力
5.具高度抗壓性，能在時間限制下完成需求任務
6.良好的英文溝通能力
7.熱愛學習與研究新的技術","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '精通', 'Write': '中等'}]",Linux、Python、Informatica,資料庫系統管理維護、資料庫程式設計,"技能/經驗等級：★★★★★
學習/自理能力：★★★★★
表達/講演能力：★★★☆☆
文書/數理能力：★★★★☆
邏輯/反應能力：★★★★★


【Nice to have】
具有 Google Cloud 例如 BigQuery、Dataflow等服務的使用經驗。
了解機器學習的基本原理
熟悉LangChain、RAG等相關應用技術
具備 Google Cloud Professional Data Engineer Certification 或 Professional Machine Learning Engineer  ",https://www.104.com.tw/job/89mhp?jobsource=index_s
【數據應用部】商業分析師 Business Analyst｜消費理財事業,全曜財經資訊股份有限公司,數據分析師、資料科學家、市場調查／市場分析,60000.0,新北市板橋區文化路一段268號12樓 (距捷運新埔站約400公尺),"【主要工作內容】
作為商業分析師，你將得到資料工程師支援，專注在以消費者數據為本，為客戶提供解決方案；透過各視覺化工具，呈現清晰的資料分析結果，說出易解且直擊痛點的資料故事，幫客戶看見它的未來。

我們希望看到的
▲對於探索資料具有熱忱與好奇心，會主動了解相關技術與知識。
▲能直接面對行銷數據需求單位，具備細心、清晰的邏輯思維與簡報能力。
▲熟悉使用 BI 工具(如Tableau、Power BI等)

我們的文化
▲強調員工身心靈平衡，並設立員工退休福利金，重視員工福祉
▲相信貢獻價值，認為每個人都有潛能幫助公司變得更好
▲鼓勵自我超越，相信這能幫助員工追求真正幸福

如果你願意了解更多 ! 
我們的企業使命是「幫助每個人做好人生投資」，現在，我們已經創造全台灣最大的股票討論社群（股市爆料同學會）、最多人使用的投資分析工具（如：籌碼Ｋ線、艾蜜莉定存股...等）和全台最多活躍使用者的記帳、理財型產品，整體會員人數近1000萬。

為了達成這個「幫助每個人做好人生投資」的使命，我們想邀請優秀人才加入，跟我們一起走這趟不凡的人生旅程，因此，我們持續優化企業文化，我們相信：
1. 偉大的目標：真正的菁英想要有個超越自我的偉大目標
2. 一流的同事：菁英真正要的是跟一流的同事共事
3. 最好的待遇：提供給同業相同職位上的最高薪資

Cmoney旗下含括金融事業群、消費事業群與社群事業群；現在正積極徵求各方好手加入，和我們一起「幫助每個人做好人生投資」！

【團隊簡介】
CMoney消費事業群是充滿年輕活力的新創團隊，每月提供超過200萬活躍用戶服務，
所經營的【發票載具】、【簡單記帳】...等APP，不但是同類型APP NO.1，更皆為台灣前百大APP排行常客．面對百萬用戶，你將獲得百萬會員量級的科學化行銷運營經驗，
現正處於快速增長階段，創新APP超過200支，歡迎想投入APP創新應用服務的你加入！",不拘,Tableau、Power BI,提案與簡報技巧、市場調查資料分析與報告撰寫、調查樣本統計分析,"1.具有市場調查、市場分析等相關工作經驗；
2.具備良好的數據分析能力，瞭解市場趨勢和消費者行為，能提煉並應用數據；
3.具有良好的溝通能力和團隊合作精神
4.3~5年市場分析師相關經驗",https://www.104.com.tw/job/88xy8?jobsource=index_s
數據及應用開發工程師_3644,技鋼科技股份有限公司_技嘉集團,其他資訊專業人員,40000.0,新北市新店區寶強路6號7樓 (距捷運七張站約330公尺),"1.數據採集工程(WEB資料 Application應用開發)
2.可視化分析
3.自動化系統開發(E.g. PriceBook/One Data/)
4.組織E化專案推動、進度跟進","[{'Language': '英文', 'Listen': '略懂', 'Speak': '略懂', 'Read': '中等', 'Write': '中等'}]",Linux、R、Tableau,不拘,擅長Dotnet core MVC,https://www.104.com.tw/job/80c9q?jobsource=index_s
BI數據分析師,研揚科技股份有限公司,數據分析師、資料工程師,40000.0,新北市新店區寶高路28號6樓,"1. 執行BI報表規劃與設計。
2. 經營分析數據模板建立與規劃。
3. 主管交辦事項辦理。",不拘,Power BI、MS SQL、Oracle、Python、ETL,數據分析,"1. BI系統分析、維護及開發,熟悉Microsoft Power BI平台。
2. 關聯式或NoSQL資料庫,如MS SQL、MongoDB或Oracle。
3. 資料分析語言,如T-SQL、Python等。
4. 熟練SSIS、SSAS、SSRS及ETL處理流程。
5. 擁有製造業或財務領域的實務經驗為佳。",https://www.104.com.tw/job/87how?jobsource=index_s
【KD科定】 人資數據管理師《找的就是精通R語言、excel的你!!》,KD_科定企業股份有限公司,市場調查／市場分析、數據分析師、資料工程師,72500.0,新北市新莊區福慧路268號15樓 (距捷運新北產業園區站約470公尺),"1.建構EXCEL報表，協助運算獎酬
2.精通EXCEL函數/樞紐/運算、R語言
3.負責人資專案執行及進度追蹤
4.具備良好的溝通能力
5.執行其他主管交辦事項",不拘,Python、VBA、R、Excel,市場調查資料分析與報告撰寫、數據分析,"1.本職務需能辨別顏色。
2.具數據資料分析者。
3.喜歡挑戰新事物、改善現況。",https://www.104.com.tw/job/8caw9?jobsource=index_s
總公司：數據工程專案經理(Global Mall),環球購物中心股份有限公司,軟體工程師、軟體專案主管、資料工程師,40000.0,新北市板橋區,"1.數位中台維護及新功能開發(含跨平台資料匯整、資料篩選與整理、資料輸出介面與API開發)，使用者支援及持續優化。
2.研究並引入新技術或工具，持續改良及優化系統運作效率。","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",C#、MS SQL,不拘,"1.熟悉MS SQL開發與SQL語法
2.熟悉Web API設計開發
3.熟悉C# MVC、.NET Core
4.喜歡接觸新事物、新技術，並自我不斷提升技術水準
5.能從使用者角度進行設計及開發，並主動協助使用者透過系統改善工作效率
6.積極負責的態度並具備良好的溝通與團隊合作能力
7.熟悉任一公有雲平台管理經驗佳
8.熟悉Power Platform,QlikView , Power BI 或Tableau開發經驗佳
9.具專案管理或系統分析經驗佳",https://www.104.com.tw/job/87nrs?jobsource=index_s
資料庫助理工程師,禾富資訊股份有限公司,數據分析師、系統分析師、網路管理工程師,30000.0,新北市新莊區中正路708號,"1.具Excel、PowerPoint 大量資料處理能力。
2.協助工程師進行資料統計。
3.製作分析報告。
4.工作中需查看英文文件，需中等英文讀寫程度。
5.擁有良好團隊溝通能力、具有責任感以及積極學習態度。
6.其他主管交辦事項。

主要工作為負責協助統計資料及分析報告製作。
有熱誠配合度高 可配合公司安排接受訓練。
細心負責，無經驗可。",不拘,MS SQL、Excel,資料備份與復原、資訊設備環境設定,未填寫,https://www.104.com.tw/job/83q03?jobsource=index_s
【台灣大哥大集團正職】資料數據分析師(可申請居家遠端工作),台灣客服科技股份有限公司,數據分析師、資料科學家、資料工程師,40000.0,新北市三重區重新路五段609巷2號 (距捷運先嗇宮站約320公尺),"【加入我們】
1-有穩定的福利制度，也有新創公司般的工作挑戰。
2-致力打造一起學習、正向鼓勵回饋的工作環境。
3-體貼的居家上班制度。
4.我們不是傳統的電信公司！正加速往區域級科技電信集團目標大步邁進。

【工作內容】
1-自助服務及智能客服流程規劃、執行及成效分析。
2-提升自助服務專案規劃、管理。
3-客服RPA流程管理規劃。
4-人員輔導管理(未來將朝向管理職培訓)。

【專業技能】
1-精通程式語言Python，具有卓越的數據分析、模型建立、數據可視化、統計學和機器學習技能。
2-熟悉或願意自學自動化流程RPA，能夠設計，實施和優化流程。
3-對資訊領域、基礎架構了解，勝任PM與IT部門合作，能定義並拆解業務抽象需求提出可行的數據分析切入點與可落地之建議。
4-具備良好的簡報與資料敘事能力。

【你的人格特質】
✔主動積極、善溝通協調與團隊合作。
✔邏輯分析能力、分析洞察力強、抗壓性、應變能力強。

【加分項】
1-面談時提供數據分析結果作品集(不限定學術或實務)。
2-具備商業或數據相關競賽得獎或參賽經驗。
3-具備良好的英語聽力與閱讀能力(TOEIC 600分以上)。
4-具備1年以上實務商業數據分析/資料開發經驗尤佳。
5-具備撰寫C++系統軟體開發技能。
6-使用SPSS用於統計學分析運算、數據挖掘、預測分析經驗。

【薪資待遇】：月薪40,000元-60,000元，依績效另有豐厚年終獎金。",不拘,C++、Python,統計軟體操作,未填寫,https://www.104.com.tw/job/88lgc?jobsource=index_s
數據分析師【F】,森崴能源股份有限公司,數據分析師、資料工程師、資料科學家,40000.0,新北市土城區中央路四段49號 (距捷運頂埔站約330公尺),"我們是隸屬於正崴集團森崴能源的富威電力，為我國已取得電業執照的再生能源售電業，致力於整合再生能源發電業所發之再生能源(綠電)銷售至用電戶，亦是再生能源產業中的新興事業。
本新創團隊有別於傳統電業，為了配合蓬勃發展的再生能源與電業自由化的趨勢，須有創造力與活力，目前團隊管理風格自由，組織扁平，重於溝通與合作，成員年輕，因業務拓展，誠招夥伴加入。

【工作內容】
1.協助發電數據分析與預測。
2.產品出入庫管理，流程優化與分析。
3.協助業務單位進行客戶端問題排除。
4.協助資訊單位開發應用程式或增值服務。

【能力需求】
1.擁有線性規劃、再生能源、最佳化演算法相關知識為佳。
2.擁有Python或其他基礎軟體編撰經驗為佳。
3.擁有資料蒐集(國內外期刊、paper)與應用能力。","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",Matlab、Python、Excel、PowerPoint、Word,不拘,未填寫,https://www.104.com.tw/job/77a92?jobsource=index_s
資深數據工程師(土城),鴻海精密工業股份有限公司,通訊軟體工程師、軟體工程師、演算法工程師,40000.0,新北市土城區,"1. 研發數據產品包含數據中台，數據治理系統
2. 協助fii 專業雲的元數據管理系統開發
3. 參與客戶專案的交付，包含在客戶端安裝及建置數據中台","[{'Language': '英文', 'Listen': '中等', 'Speak': '中等', 'Read': '中等', 'Write': '中等'}]",不拘,不拘,"1.3年 java / python 軟體開發經驗
2. 具備工作範圍包含以開發內容或使用工具: 元數據管理，數據模型，數據品質，數據資產等主題",https://www.104.com.tw/job/6pv8j?jobsource=index_s
產品經理PM,眾用車材製造股份有限公司,產品管理師、產品企劃、產品企劃主管,40000.0,新北市林口區工四路38號,"工作說明：

1.市場調研與趨勢分析：
2.收集市場信息，分析競品，研究開發產品RoadMap。
3.了解全球車燈市場機會並轉為商機（需國外出差）。
4.計劃、執行和管理新產品開發專案，包括設計、進度、成本控制及結案。
5.跨部門推動專案執行、管理及問題解決，確保專案進度執行
6.撰寫產品需求文件（PRD）、說明書，規格書等等
7.有汽車零配件/光電照明產業經驗者佳。","[{'Language': '英文', 'Listen': '精通', 'Speak': '精通', 'Read': '精通', 'Write': '精通'}]",Windows 10、Excel、Project、Outlook、Word、Xmind、Planner,專案時間╱進度控管、專案成本╱品質╱風險管理、產品策略、專案溝通╱整合管理,"1.具 2年以上專案管理經驗，能獨立作業，具抗壓性
2.良好的時間管理能力，能夠多任務執行並迅速調整。
3.邏輯條理清晰，能明確的表達自己的想法和見解，善於與跟工程師、業務等等溝通
4.依照數據來製作分析 跟表達簡報能力。",https://www.104.com.tw/job/8d0qs?jobsource=index_s
數據分析師,鴻海集團_英屬開曼群島商鴻騰精密科技股份有限公司台灣分公司,數據分析師、統計精算人員、資料工程師,40000.0,新北市土城區自由街2號,"1.蒐集和分析數據，為公司的業務決策提供支持。
2.開發和維護數據報告和資料儀表板，向公司的領導層提供數據可視化和報告。
3.與其他部門合作，以了解他們的業務需求和數據要求，為他們提供有價值的數據洞察和分析。
4. 分析業務流程和數據問題，提出解決方案，推動業務流程改進。
5. 應用 6 Sigma 方法和工具進行資料分析，提高產品和業務流程的品質和效率。",不拘,Python、6 Sigma、Excel、Word,不拘,"1.熟悉數據分析技術和工具，例如Excel、SQL、R、Python、Minitab、Power BI等。
2.良好的數據處理和分析能力，能夠從大量數據中獲得有價值的洞察。
3.能夠開發數據報告和儀表板，以清晰和易於理解的方式展示數據分析結果。
4.良好的問題解決能力和溝通協調能力。
5.6 Sigma相關工具和技術加分，例如DMAIC、SPC、DOE等。",https://www.104.com.tw/job/89udf?jobsource=index_s
ERP系統工程師-F05,鴻華先進科技股份有限公司,營運管理師／系統整合／ERP專案師、MIS程式設計師,43000.0,新北市新店區寶高路26號,"【工作說明】
1. 開發公司內部工程管理相關系統。
2. 維護並優化公司現有系統。
3. 數據分析與展示。

【需求條件】
曾參與網頁開發專案，前端工程師、後端工程師或具備UI/UX設計經驗者佳。",不拘,不拘,不拘,未填寫,https://www.104.com.tw/job/7zk0g?jobsource=index_s
資料工程師,聖祐遊戲股份有限公司,軟體工程師、電玩程式設計師、通訊軟體工程師,46500.0,新北市土城區中央路四段51號三樓之11 (距捷運頂埔站約150公尺),"[基本條件]
- ETL 流程設計開發與維護經驗
- 具備 SQL / Python / R 的開發經驗 (具備其中一項即可)
- 熟悉 AWS 服務相關經驗（例：S3、Gule、SageMaker）
- 熟悉 Google 的雲端資料解決方案（例：BigQuery）
- 對學習新技術具有熱情，具備良好的溝通及團隊合作能力

※ 以上具備任何一項都歡迎您投履歷來挑戰

[加分條件]
- 具備 Pandas、NumPy、Matplotlib 等 Library 的使用經驗
- 熟悉 Git 版控模式與工具
- 建置及維運分散式架構及作業系統經驗，如 Hadoop、Spark
- 具備開源框架研究及自行搭建之能力
- 網路爬蟲開發
- 具備遊戲數據分析相關經驗

※ 依工作經驗及能力核敘，能力強者不受此限",不拘,Python、MySQL,資料庫系統管理維護、資料庫程式設計、資料庫軟體應用,持有「數位人才探索計畫」相關證照申請者有優先面試機會,https://www.104.com.tw/job/7eby6?jobsource=index_s
資料工程經理(大數據+程式開發背景) | F000009910,104獵才顧問_一零四資訊科技股份有限公司,軟體專案主管、電子商務技術主管、資料工程師,40000.0,新北市新店區,"應用程式開發、數據/機器學習/資料收集/處理/分析解決方案的經驗
作為資料工程經理，您將在構建產品和使用大數據方面扮演關鍵角色，改變了我們的方法。您將帶領一個團隊，與資料科學家、產品經理、設計師和工程師合作，共同建立數據驅動的功能和產品，實現解決方案。

工作內容：

1.積極推動高效的大數據收集和整理，協助資料研究和分析的資料處理。
2.制定並執行產品開發計劃。
3.確保團隊成員持續成長和發展。
4.協助團隊成員合作開發產品架構，包括產品設計和解決方案開發。
5.在開發過程中展現出色的排程、審查和問題解決能力。
6.緊密合作並提供建設性的反饋和指導給團隊成員，推動持續成長和發展。",不拘,不拘,不拘,"1.具備跨產品和工程團隊合作的經驗。
2.擁有招募和領導數據或研發團隊的經驗。
3.擁有超過3年大數據/機器學習/資料收集/處理/分析解決方案的經驗。
4.擁有超過5年開發高品質軟體的經驗。
5.精通一種或多種程式語言，如Java/Python/R/Scala。
6.具備Hadoop生態（Pig/Hive等）或Spark的經驗。
7.熟悉AWS/GCP/Databricks者尤佳。",https://www.104.com.tw/job/89fdh?jobsource=index_s
